EmployeeID,Age,Gender,Department,JobRole,EducationField,MonthlyIncome,YearsAtCompany,TotalWorkingYears,JobSatisfaction,WorkLifeBalance,Attrition
2438,58,Male,Sales,Sales Manager,Finance,110718,4,30,4,3,No
2439,29,Male,Sales,Sales Manager,Medical,154024,7,8,2,2,No
2440,37,Female,IT,Data Analyst,Life Sciences,44123,8,10,2,1,No
2441,33,Female,HR,HR Executive,Finance,145971,4,11,1,3,No
2442,29,Male,Operations,Operations Manager,Marketing,161249,5,5,3,1,No
2443,26,Male,Marketing,Marketing Executive,Finance,170621,2,5,2,2,Yes
2444,41,Male,Sales,Sales Manager,Human Resources,152988,2,14,4,4,Yes
2445,29,Male,Marketing,Marketing Executive,Marketing,77549,8,9,1,1,Yes
2446,54,Male,Sales,Sales Executive,Marketing,95365,9,25,2,4,No
2447,49,Male,HR,HR Manager,Finance,31013,18,24,2,4,No
2448,21,Female,HR,HR Manager,Human Resources,99983,1,1,4,2,Yes
2449,28,Male,Finance,Analyst,Technical Degree,93564,3,4,3,1,No
2450,25,Male,Sales,Sales Executive,Medical,101486,0,2,4,1,No
2451,54,Male,Sales,Sales Executive,Technical Degree,34364,16,34,3,3,No
2452,36,Male,Sales,Sales Manager,Technical Degree,131343,2,7,4,3,Yes
2453,38,Female,HR,HR Executive,Medical,81948,16,18,4,3,No
2454,23,Male,Sales,Sales Executive,Human Resources,130726,0,0,3,4,No
2455,23,Male,IT,BI Analyst,Human Resources,65571,0,0,4,1,No
2456,48,Female,Marketing,Marketing Executive,Life Sciences,120895,2,5,4,4,No
2457,45,Male,Sales,Sales Manager,Human Resources,176818,14,19,2,2,Yes
2458,22,Male,Sales,Sales Manager,Medical,123284,1,1,2,3,No
2459,41,Male,Finance,Finance Manager,Marketing,167981,14,16,3,2,No
2460,39,Female,Operations,Operations Executive,Technical Degree,129904,5,11,2,1,No
2461,25,Female,Operations,Operations Executive,Medical,166407,5,5,3,4,No
2462,33,Female,HR,HR Executive,Marketing,160119,0,2,3,2,Yes
2463,48,Female,IT,IT Manager,Finance,83190,18,26,3,3,Yes
2464,31,Male,Marketing,Marketing Executive,Life Sciences,160753,5,6,3,3,No
2465,33,Male,Operations,Operations Manager,Finance,172928,0,8,4,2,No
2466,56,Male,IT,Data Analyst,Life Sciences,151820,5,35,4,4,No
2467,29,Male,Operations,Operations Manager,Life Sciences,151020,5,6,4,2,Yes
2468,30,Female,IT,Developer,Human Resources,62108,1,1,3,2,Yes
2469,43,Female,HR,HR Executive,Life Sciences,148116,15,22,1,4,No
2470,60,Male,IT,BI Analyst,Medical,129532,13,24,4,4,No
2471,54,Female,Operations,Operations Manager,Marketing,100385,7,13,3,1,Yes
2472,29,Male,HR,HR Manager,Marketing,76452,6,8,4,2,No
2473,37,Female,Sales,Sales Executive,Human Resources,28482,7,16,4,1,No
2474,47,Male,Marketing,Marketing Executive,Life Sciences,54889,1,25,3,4,No
2475,27,Male,Finance,Analyst,Marketing,129062,0,1,2,4,Yes
2476,56,Male,IT,BI Analyst,Marketing,93591,18,24,4,3,No
2477,53,Male,Finance,Finance Manager,Technical Degree,118888,16,22,4,1,No
2478,51,Female,Operations,Operations Manager,Finance,91099,18,19,4,2,No
2479,36,Female,IT,BI Analyst,Human Resources,79439,4,4,1,4,No
2480,54,Male,Finance,Analyst,Finance,127982,4,13,3,3,No
2481,39,Male,IT,Data Analyst,Life Sciences,34013,0,1,2,1,No
2482,22,Male,Finance,Finance Manager,Human Resources,179462,1,1,1,3,Yes
2483,33,Male,Sales,Sales Manager,Human Resources,76943,11,11,2,3,No
2484,21,Male,Operations,Operations Executive,Life Sciences,39906,0,0,1,1,No
2485,54,Male,Operations,Operations Manager,Technical Degree,106191,3,3,1,2,No
2486,25,Male,Marketing,Marketing Manager,Finance,38257,2,3,2,1,No
2487,48,Male,IT,IT Manager,Medical,134440,2,9,4,2,No
2488,29,Female,Sales,Sales Executive,Human Resources,116433,6,6,3,4,No
2489,35,Male,Sales,Sales Manager,Finance,48141,2,15,1,3,No
2490,21,Male,Marketing,Marketing Executive,Medical,78163,1,1,4,3,No
2491,40,Female,Operations,Operations Executive,Finance,86022,4,17,4,4,No
2492,46,Male,Sales,Sales Executive,Finance,150550,15,21,1,4,No
2493,47,Female,Operations,Operations Executive,Finance,167802,7,20,3,1,Yes
2494,46,Female,HR,HR Manager,Medical,66658,5,23,2,4,No
2495,57,Female,Marketing,Marketing Executive,Marketing,129092,6,20,1,4,No
2496,50,Male,HR,HR Executive,Marketing,178021,9,27,2,3,No
2497,60,Female,Finance,Finance Manager,Human Resources,146858,15,30,2,4,No
2498,56,Male,Finance,Analyst,Finance,171025,6,35,3,1,No
2499,49,Male,Finance,Analyst,Medical,126589,3,27,3,4,No
2500,58,Male,Sales,Sales Executive,Technical Degree,116991,11,23,1,4,Yes
2501,23,Male,Operations,Operations Manager,Medical,36426,0,2,1,2,Yes
2502,43,Male,IT,IT Manager,Life Sciences,38052,20,23,2,1,No
2503,30,Male,Sales,Sales Executive,Human Resources,28458,5,10,1,4,No
2504,57,Male,Finance,Analyst,Human Resources,115342,0,25,2,2,Yes
2505,28,Female,Operations,Operations Executive,Finance,125779,8,8,2,1,Yes
2506,29,Female,HR,HR Executive,Technical Degree,125897,4,5,4,2,No
2507,39,Female,HR,HR Manager,Human Resources,154713,0,10,1,3,No
2508,37,Female,Marketing,Marketing Manager,Technical Degree,167278,1,13,4,2,No
2509,37,Female,Finance,Analyst,Technical Degree,98580,10,11,4,4,No
2510,38,Female,Operations,Operations Executive,Finance,102771,16,16,2,3,No
2511,52,Male,HR,HR Manager,Finance,127665,6,19,3,3,No
2512,44,Female,IT,IT Manager,Medical,26199,16,23,3,2,No
2513,37,Female,Operations,Operations Executive,Technical Degree,137885,9,12,3,1,No
2514,23,Male,Sales,Sales Manager,Life Sciences,95553,1,3,4,4,Yes
2515,38,Female,IT,Data Analyst,Marketing,76419,5,17,1,4,No
2516,38,Female,Operations,Operations Manager,Medical,88357,11,11,1,1,No
2517,43,Male,Finance,Analyst,Finance,59774,1,22,1,3,No
2518,40,Female,HR,HR Executive,Finance,84500,6,11,1,2,No
2519,35,Male,Marketing,Marketing Executive,Finance,74306,15,15,1,1,Yes
2520,38,Male,Finance,Analyst,Medical,118839,5,11,2,4,No
2521,32,Male,IT,IT Manager,Medical,54100,12,12,1,3,No
2522,43,Male,Marketing,Marketing Manager,Medical,46036,9,14,3,4,No
2523,27,Male,HR,HR Manager,Finance,104806,1,4,3,3,No
2524,47,Male,IT,Developer,Human Resources,73883,4,19,1,4,No
2525,27,Male,Finance,Finance Manager,Human Resources,108220,2,2,4,3,No
2526,32,Female,Finance,Analyst,Human Resources,32535,12,12,3,1,No
2527,58,Female,HR,HR Executive,Marketing,136121,19,20,2,1,No
2528,60,Female,Sales,Sales Executive,Technical Degree,44334,19,29,4,4,No
2529,60,Male,Sales,Sales Manager,Marketing,62444,18,35,2,4,No
2530,35,Male,HR,HR Manager,Life Sciences,156617,1,5,3,1,No
2531,59,Male,HR,HR Manager,Medical,103061,7,19,3,1,No
2532,27,Female,HR,HR Executive,Human Resources,59737,3,5,4,3,No
2533,59,Female,IT,Data Analyst,Finance,53888,19,21,3,3,No
2534,26,Female,Finance,Analyst,Marketing,78247,4,6,3,2,No
2535,31,Female,Sales,Sales Executive,Marketing,151784,10,11,1,1,No
2536,50,Male,Marketing,Marketing Executive,Marketing,127190,19,21,3,1,No
2537,48,Male,Operations,Operations Executive,Marketing,46857,4,25,1,4,No
2538,46,Female,Sales,Sales Executive,Human Resources,109479,18,19,4,2,No
2539,43,Female,Sales,Sales Executive,Technical Degree,159701,4,22,4,4,Yes
2540,44,Male,Operations,Operations Executive,Life Sciences,91662,6,7,3,3,Yes
2541,54,Female,HR,HR Manager,Finance,154595,7,24,1,2,No
2542,31,Male,Finance,Analyst,Marketing,156858,9,10,4,4,No
2543,38,Female,Marketing,Marketing Executive,Finance,96602,0,6,4,4,No
2544,36,Male,Sales,Sales Executive,Human Resources,36705,13,13,1,2,No
2545,24,Male,HR,HR Executive,Medical,88880,2,2,2,3,No
2546,30,Male,Finance,Analyst,Life Sciences,86609,0,1,2,3,No
2547,25,Male,Operations,Operations Executive,Marketing,162093,5,5,1,4,No
2548,51,Female,Operations,Operations Executive,Finance,124713,7,30,1,4,No
2549,51,Female,IT,IT Manager,Finance,36204,5,6,1,3,Yes
2550,24,Female,Marketing,Marketing Executive,Life Sciences,144734,3,3,1,4,No
2551,27,Male,Marketing,Marketing Manager,Medical,145265,2,3,1,3,Yes
2552,40,Female,Sales,Sales Manager,Technical Degree,120254,11,15,4,4,No
2553,28,Female,Finance,Finance Manager,Finance,137141,2,5,4,1,No
2554,53,Female,Marketing,Marketing Executive,Life Sciences,62058,16,29,4,2,No
2555,45,Male,HR,HR Manager,Human Resources,82346,14,22,1,3,No
2556,55,Male,Sales,Sales Executive,Finance,100103,16,31,1,2,No
2557,45,Female,Marketing,Marketing Manager,Marketing,102888,2,11,4,4,No
2558,21,Female,Marketing,Marketing Executive,Marketing,43774,1,1,4,4,No
2559,44,Female,Marketing,Marketing Executive,Marketing,159049,5,14,2,1,No
2560,51,Female,IT,BI Analyst,Medical,126790,0,16,3,4,No
2561,22,Male,Operations,Operations Manager,Human Resources,169495,0,1,2,1,Yes
2562,46,Male,Marketing,Marketing Executive,Finance,115312,7,9,2,2,No
2563,51,Female,Marketing,Marketing Executive,Life Sciences,111463,1,13,2,3,Yes
2564,58,Male,IT,Data Analyst,Technical Degree,167400,3,8,4,2,No
2565,54,Female,IT,Developer,Finance,47938,6,6,1,4,No
2566,42,Female,Sales,Sales Manager,Medical,161482,14,22,3,4,No
2567,41,Female,Operations,Operations Executive,Technical Degree,52906,5,9,4,1,Yes
2568,54,Female,IT,BI Analyst,Human Resources,27467,3,9,4,1,No
2569,47,Female,HR,HR Executive,Marketing,69082,6,9,4,3,No
2570,27,Male,Marketing,Marketing Manager,Life Sciences,132615,6,7,2,4,No
2571,54,Male,Operations,Operations Executive,Finance,127750,18,19,2,1,Yes
2572,25,Male,Sales,Sales Manager,Finance,116241,3,4,2,2,Yes
2573,28,Male,HR,HR Manager,Technical Degree,148261,3,3,3,3,No
2574,36,Female,Marketing,Marketing Executive,Medical,118652,15,15,3,3,No
2575,47,Female,HR,HR Manager,Finance,178615,7,26,1,2,No
2576,30,Male,HR,HR Executive,Technical Degree,52745,5,7,4,3,Yes
2577,37,Female,Operations,Operations Executive,Life Sciences,72055,15,16,1,2,No
2578,35,Female,Sales,Sales Manager,Technical Degree,92687,8,13,1,2,No
2579,41,Female,HR,HR Executive,Medical,38820,12,15,2,1,No
2580,60,Female,IT,BI Analyst,Finance,105177,1,28,3,4,Yes
2581,27,Male,Sales,Sales Executive,Life Sciences,74330,7,7,3,1,No
2582,60,Male,HR,HR Executive,Life Sciences,137405,15,21,4,1,No
2583,39,Female,IT,Data Analyst,Life Sciences,105119,0,5,2,2,No
2584,24,Male,Marketing,Marketing Executive,Life Sciences,73451,3,3,2,4,No
2585,40,Male,Operations,Operations Executive,Marketing,69091,9,13,3,3,No
2586,36,Male,Marketing,Marketing Manager,Life Sciences,105648,11,11,4,4,No
2587,25,Female,Marketing,Marketing Manager,Technical Degree,96818,2,5,1,3,Yes
2588,33,Female,HR,HR Executive,Life Sciences,108864,7,7,3,2,No
2589,53,Female,Marketing,Marketing Executive,Human Resources,44947,5,17,1,1,No
2590,32,Female,Finance,Finance Manager,Human Resources,34236,11,11,2,2,No
2591,59,Female,Operations,Operations Manager,Life Sciences,69008,5,29,3,2,No
2592,26,Male,Operations,Operations Manager,Technical Degree,167020,6,6,2,1,No
2593,30,Male,HR,HR Manager,Technical Degree,124233,4,4,4,2,No
2594,33,Female,IT,Data Analyst,Technical Degree,160631,12,13,2,2,No
2595,48,Male,Sales,Sales Manager,Technical Degree,34773,19,23,4,3,No
2596,45,Female,HR,HR Executive,Marketing,170354,19,20,3,3,Yes
2597,57,Female,Finance,Analyst,Finance,171654,11,16,3,3,No
2598,57,Male,Sales,Sales Executive,Human Resources,135611,13,32,3,3,No
2599,23,Female,IT,BI Analyst,Technical Degree,57663,2,3,2,1,Yes
2600,34,Female,HR,HR Manager,Human Resources,99659,14,14,4,4,No
2601,50,Female,IT,BI Analyst,Medical,52916,0,13,4,1,No
2602,37,Female,Sales,Sales Executive,Finance,46179,14,14,1,2,No
2603,42,Male,IT,Developer,Finance,118977,12,19,4,4,No
2604,55,Female,Finance,Analyst,Technical Degree,30243,16,29,1,4,No
2605,34,Female,Operations,Operations Executive,Technical Degree,121452,4,7,4,3,Yes
2606,47,Male,Sales,Sales Manager,Marketing,176155,13,26,2,4,No
2607,32,Female,Marketing,Marketing Manager,Life Sciences,43900,12,12,4,2,No
2608,29,Male,Finance,Analyst,Human Resources,88102,5,5,3,4,No
2609,47,Male,Finance,Analyst,Finance,100372,7,23,2,4,No
2610,41,Male,IT,Data Analyst,Marketing,82864,16,18,1,1,Yes
2611,59,Female,IT,IT Manager,Marketing,79629,10,12,1,3,No
2612,50,Female,Marketing,Marketing Manager,Technical Degree,123578,11,27,4,1,No
2613,24,Male,IT,Data Analyst,Finance,81526,1,4,3,3,No
2614,46,Male,Operations,Operations Manager,Finance,123964,16,25,2,2,Yes
2615,35,Male,HR,HR Executive,Human Resources,135540,11,14,1,4,No
2616,49,Male,HR,HR Executive,Finance,118671,9,17,4,4,No
2617,45,Female,IT,Data Analyst,Human Resources,141522,7,19,3,1,No
2618,44,Female,Finance,Finance Manager,Marketing,100197,19,21,2,3,No
2619,33,Male,Operations,Operations Manager,Human Resources,145506,7,12,3,1,No
2620,47,Male,IT,IT Manager,Human Resources,98765,17,24,1,3,No
2621,43,Male,IT,IT Manager,Technical Degree,141693,2,11,3,2,No
2622,34,Male,IT,Data Analyst,Medical,179235,0,9,1,1,No
2623,47,Female,Finance,Analyst,Technical Degree,118603,11,23,2,2,No
2624,48,Male,HR,HR Manager,Human Resources,114641,11,18,2,2,No
2625,21,Male,IT,Developer,Technical Degree,147267,0,1,1,1,Yes
2626,47,Male,Operations,Operations Manager,Medical,156560,2,4,4,3,No
2627,53,Female,Sales,Sales Manager,Finance,142393,6,29,3,4,No
2628,49,Female,Finance,Finance Manager,Finance,158883,13,15,4,4,No
2629,46,Male,IT,IT Manager,Technical Degree,125505,20,26,2,1,No
2630,59,Male,IT,BI Analyst,Finance,29397,18,29,1,3,No
2631,32,Female,HR,HR Executive,Technical Degree,155122,9,10,4,3,No
2632,60,Female,IT,Data Analyst,Life Sciences,70805,17,30,2,1,No
2633,55,Male,HR,HR Executive,Marketing,33449,12,24,3,4,No
2634,37,Female,Operations,Operations Executive,Marketing,68950,14,16,3,4,No
2635,41,Male,Sales,Sales Executive,Finance,98931,19,20,1,1,No
2636,35,Female,HR,HR Manager,Human Resources,165842,11,11,4,4,No
2637,34,Female,Finance,Analyst,Medical,121067,1,4,1,2,Yes
2638,38,Female,Finance,Analyst,Finance,165119,13,15,1,3,Yes
2639,52,Male,HR,HR Executive,Marketing,115106,17,27,1,3,No
2640,42,Male,Operations,Operations Manager,Marketing,53993,11,19,4,4,No
2641,27,Male,Operations,Operations Executive,Medical,164589,3,5,1,1,No
2642,45,Male,Sales,Sales Manager,Finance,58327,6,14,2,3,No
2643,57,Female,Operations,Operations Manager,Marketing,38637,14,21,1,2,Yes
2644,39,Male,IT,Data Analyst,Technical Degree,102521,2,4,4,1,No
2645,44,Male,Marketing,Marketing Manager,Technical Degree,41455,6,7,3,2,Yes
2646,49,Female,Finance,Analyst,Finance,51164,14,16,1,4,No
2647,50,Female,Finance,Finance Manager,Life Sciences,87227,13,26,3,3,No
2648,59,Male,Operations,Operations Executive,Human Resources,62056,18,21,4,3,No
2649,60,Female,Finance,Analyst,Finance,134930,3,4,1,4,No
2650,22,Male,Operations,Operations Executive,Finance,163002,0,2,2,2,No
2651,55,Female,Sales,Sales Manager,Technical Degree,156978,4,30,2,2,No
2652,31,Male,Marketing,Marketing Manager,Finance,174023,10,11,4,2,Yes
2653,57,Female,Finance,Finance Manager,Human Resources,27915,2,2,3,2,No
2654,56,Male,HR,HR Executive,Finance,37886,20,34,2,2,Yes
2655,38,Female,Marketing,Marketing Manager,Life Sciences,154327,17,18,2,3,No
2656,26,Male,HR,HR Manager,Finance,73828,2,4,1,3,No
2657,22,Male,HR,HR Manager,Technical Degree,100506,1,1,1,2,No
2658,43,Female,Sales,Sales Manager,Finance,150070,9,23,3,4,No
2659,23,Female,Operations,Operations Manager,Marketing,46871,0,2,3,4,No
2660,45,Female,Sales,Sales Executive,Medical,138092,10,21,2,2,No
2661,45,Male,Operations,Operations Manager,Human Resources,87299,11,17,1,2,No
2662,29,Male,Marketing,Marketing Executive,Technical Degree,48116,9,9,1,2,No
2663,49,Male,IT,BI Analyst,Technical Degree,176366,2,26,1,2,No
2664,54,Male,Sales,Sales Manager,Technical Degree,89459,18,28,2,3,No
2665,44,Male,IT,Developer,Finance,140474,7,16,2,2,No
2666,34,Female,IT,IT Manager,Human Resources,172953,10,10,3,2,No
2667,53,Male,Sales,Sales Manager,Medical,163600,16,28,4,3,No
2668,55,Male,HR,HR Manager,Medical,66641,5,32,2,1,No
2669,36,Female,HR,HR Executive,Finance,35940,11,12,4,3,No
2670,47,Male,IT,IT Manager,Human Resources,156696,20,27,1,4,No
2671,57,Female,Finance,Finance Manager,Finance,149503,10,28,3,2,Yes
2672,51,Female,HR,HR Executive,Technical Degree,111442,10,21,2,4,No
2673,39,Male,Sales,Sales Executive,Finance,66022,16,19,4,4,No
2674,60,Female,Marketing,Marketing Executive,Technical Degree,136254,19,34,3,3,No
2675,43,Female,Finance,Analyst,Marketing,106443,20,23,1,4,No
2676,24,Female,Marketing,Marketing Executive,Marketing,117002,4,4,2,1,No
2677,41,Female,Sales,Sales Executive,Medical,65693,18,21,2,3,Yes
2678,40,Female,Marketing,Marketing Executive,Human Resources,150723,19,19,4,4,No
2679,26,Female,Marketing,Marketing Executive,Medical,96983,6,6,1,2,Yes
2680,42,Female,Sales,Sales Executive,Life Sciences,88441,7,21,3,4,No
2681,37,Female,Finance,Finance Manager,Life Sciences,29134,8,14,3,2,No
2682,52,Female,Operations,Operations Manager,Finance,130617,8,31,2,4,Yes
2683,40,Male,HR,HR Manager,Medical,53071,19,19,2,3,No
2684,31,Female,Finance,Analyst,Human Resources,109143,1,6,2,2,No
2685,56,Male,Finance,Finance Manager,Medical,66606,4,9,4,2,No
2686,51,Male,Finance,Finance Manager,Human Resources,94991,20,28,3,4,Yes
2687,57,Female,Finance,Analyst,Life Sciences,157349,18,21,1,4,No
2688,40,Female,HR,HR Manager,Technical Degree,68309,3,12,3,2,No
2689,54,Female,Operations,Operations Executive,Technical Degree,113170,7,23,4,3,No
2690,58,Female,IT,BI Analyst,Finance,29913,1,31,3,3,No
2691,40,Female,Marketing,Marketing Executive,Medical,138222,7,19,4,4,Yes
2692,21,Male,HR,HR Executive,Technical Degree,152631,1,1,4,2,No
2693,58,Female,HR,HR Manager,Finance,57765,14,28,1,1,Yes
2694,50,Female,Finance,Finance Manager,Finance,93899,7,16,2,1,No
2695,29,Male,Operations,Operations Manager,Marketing,120756,2,7,4,3,No
2696,52,Female,Finance,Finance Manager,Marketing,128155,9,12,3,3,No
2697,55,Female,HR,HR Executive,Human Resources,116624,11,22,1,3,No
2698,47,Female,Finance,Analyst,Marketing,65732,12,13,3,1,No
2699,40,Female,HR,HR Executive,Medical,103796,14,14,1,4,Yes
2700,37,Male,IT,Developer,Medical,179630,15,17,4,2,No
2701,57,Female,Finance,Finance Manager,Finance,160843,10,11,2,4,No
2702,28,Female,IT,Developer,Technical Degree,75059,7,7,4,1,Yes
2703,23,Female,Operations,Operations Executive,Medical,34244,0,3,4,4,No
2704,55,Female,Sales,Sales Manager,Finance,71687,13,35,3,3,No
2705,44,Male,HR,HR Executive,Technical Degree,86957,18,24,4,4,No
2706,52,Female,HR,HR Manager,Marketing,118335,7,18,4,1,No
2707,38,Male,HR,HR Executive,Life Sciences,85419,2,8,3,1,No
2708,24,Male,Finance,Analyst,Human Resources,106235,4,4,2,4,No
2709,41,Male,IT,Data Analyst,Finance,173839,15,20,4,4,No
2710,33,Male,Finance,Analyst,Technical Degree,27884,11,13,1,4,No
2711,44,Female,Marketing,Marketing Manager,Marketing,127192,17,19,1,2,No
2712,36,Male,Marketing,Marketing Manager,Life Sciences,42906,15,16,2,4,No
2713,33,Male,HR,HR Executive,Human Resources,44807,12,12,3,2,No
2714,58,Female,Sales,Sales Executive,Human Resources,168275,15,35,2,3,No
2715,37,Female,Finance,Finance Manager,Technical Degree,122596,8,14,2,2,No
2716,28,Female,Finance,Analyst,Marketing,164545,8,8,3,1,No
2717,42,Female,Operations,Operations Executive,Medical,79021,4,5,1,2,No
2718,55,Male,Finance,Analyst,Marketing,155195,8,35,1,3,No
2719,37,Male,Sales,Sales Executive,Life Sciences,76990,16,16,2,3,No
2720,49,Female,Sales,Sales Executive,Human Resources,79279,5,22,4,1,No
2721,51,Female,Finance,Finance Manager,Human Resources,175211,1,24,1,4,No
2722,50,Female,Sales,Sales Executive,Finance,122825,12,16,1,4,No
2723,32,Female,Sales,Sales Manager,Medical,63609,1,8,1,3,No
2724,27,Female,Sales,Sales Manager,Finance,36722,6,6,2,2,No
2725,37,Female,Finance,Finance Manager,Finance,103252,13,16,1,1,No
2726,59,Male,Marketing,Marketing Executive,Technical Degree,90581,0,24,1,4,No
2727,28,Male,HR,HR Manager,Marketing,57344,7,7,1,3,No
2728,58,Female,IT,Data Analyst,Marketing,27824,12,26,4,3,No
2729,46,Male,Sales,Sales Executive,Human Resources,70055,4,14,4,1,No
2730,56,Male,Operations,Operations Executive,Marketing,121164,16,30,3,1,No
2731,53,Male,Finance,Analyst,Technical Degree,46674,9,15,1,4,No
2732,40,Male,Sales,Sales Manager,Finance,123928,10,14,2,3,Yes
2733,24,Female,Sales,Sales Manager,Technical Degree,167365,0,1,2,2,Yes
2734,57,Female,Operations,Operations Manager,Life Sciences,82815,18,18,3,4,Yes
2735,33,Female,IT,Developer,Life Sciences,132690,0,5,4,1,No
2736,45,Male,HR,HR Manager,Finance,49437,0,10,4,3,No
2737,34,Female,Marketing,Marketing Manager,Human Resources,125973,3,10,3,1,No
2738,48,Female,IT,IT Manager,Finance,126652,1,1,3,2,No
2739,26,Female,Marketing,Marketing Executive,Medical,86953,5,6,1,2,No
2740,42,Female,IT,IT Manager,Medical,114203,15,19,1,1,No
2741,49,Female,Sales,Sales Manager,Technical Degree,166925,6,9,1,3,No
2742,24,Male,HR,HR Manager,Life Sciences,176970,3,4,3,4,No
2743,51,Female,Sales,Sales Executive,Human Resources,127814,18,25,3,4,No
2744,30,Male,Finance,Finance Manager,Technical Degree,144515,8,10,2,2,No
2745,38,Female,Operations,Operations Manager,Medical,177035,0,6,1,3,No
2746,21,Male,Finance,Finance Manager,Human Resources,179699,1,1,2,4,Yes
2747,23,Male,Operations,Operations Manager,Medical,144594,3,3,4,3,No
2748,30,Female,Operations,Operations Manager,Life Sciences,155286,6,7,4,2,No
2749,24,Female,Marketing,Marketing Executive,Marketing,118740,3,3,1,2,No
2750,47,Male,HR,HR Executive,Finance,69020,17,27,3,2,No
2751,30,Female,HR,HR Executive,Finance,91120,3,6,3,4,Yes
2752,57,Male,Sales,Sales Manager,Marketing,84392,8,30,1,4,No
2753,55,Female,Finance,Finance Manager,Marketing,61850,12,22,3,1,No
2754,23,Female,IT,Developer,Marketing,91534,3,3,3,3,No
2755,58,Female,Sales,Sales Executive,Marketing,92089,20,20,2,3,No
2756,41,Male,Operations,Operations Executive,Human Resources,132530,7,14,3,2,No
2757,56,Male,Operations,Operations Manager,Marketing,167699,16,30,4,1,No
2758,31,Male,Marketing,Marketing Executive,Medical,44702,1,4,4,1,No
2759,56,Female,Marketing,Marketing Manager,Marketing,79748,12,25,2,4,No
2760,33,Female,Operations,Operations Manager,Marketing,90954,13,13,2,3,No
2761,51,Male,Operations,Operations Executive,Marketing,106188,18,24,3,1,No
2762,51,Female,HR,HR Executive,Technical Degree,109982,0,1,1,1,Yes
2763,30,Female,Finance,Analyst,Technical Degree,66736,0,2,1,1,No
2764,38,Male,Finance,Finance Manager,Life Sciences,97201,2,14,4,2,No
2765,47,Female,Finance,Finance Manager,Finance,108764,4,18,1,1,No
2766,37,Female,Marketing,Marketing Manager,Technical Degree,38317,8,10,2,4,Yes
2767,33,Male,Marketing,Marketing Executive,Human Resources,122638,0,9,4,2,No
2768,48,Male,Operations,Operations Executive,Marketing,48048,1,26,3,3,No
2769,52,Female,HR,HR Manager,Life Sciences,164336,2,10,3,1,No
2770,23,Male,Sales,Sales Manager,Technical Degree,155115,0,3,4,2,Yes
2771,23,Male,Sales,Sales Executive,Medical,169102,0,1,3,2,No
2772,38,Male,IT,Developer,Technical Degree,149942,18,18,3,2,No
2773,41,Male,Operations,Operations Manager,Life Sciences,137553,3,5,2,4,Yes
2774,50,Female,IT,BI Analyst,Marketing,106205,9,12,2,3,No
2775,31,Male,Operations,Operations Manager,Technical Degree,115656,6,7,1,2,No
2776,49,Female,Marketing,Marketing Manager,Technical Degree,138834,7,27,4,4,No
2777,33,Female,HR,HR Manager,Technical Degree,104770,10,12,4,4,No
2778,42,Male,IT,Developer,Marketing,83405,12,16,1,2,No
2779,39,Male,Finance,Analyst,Medical,148443,4,13,4,1,No
2780,59,Male,Finance,Analyst,Technical Degree,117887,2,28,4,2,No
2781,45,Male,HR,HR Manager,Human Resources,120936,4,8,3,2,No
2782,24,Male,Operations,Operations Executive,Human Resources,95367,4,4,1,1,No
2783,28,Female,HR,HR Executive,Human Resources,72783,7,7,4,3,No
2784,57,Male,Finance,Finance Manager,Marketing,42242,0,0,3,2,No
2785,49,Female,Finance,Finance Manager,Finance,66396,9,14,2,3,No
2786,26,Male,IT,IT Manager,Finance,30211,2,3,2,2,No
2787,36,Male,Finance,Finance Manager,Medical,27778,12,14,1,2,Yes
2788,48,Female,Sales,Sales Executive,Medical,131582,9,23,1,3,No
2789,41,Male,IT,Data Analyst,Human Resources,38761,10,14,3,2,No
2790,59,Female,Operations,Operations Manager,Medical,138473,4,7,4,3,No
2791,40,Male,HR,HR Executive,Finance,175619,7,17,4,1,No
2792,43,Male,Marketing,Marketing Executive,Medical,147895,5,21,2,3,No
2793,36,Male,Sales,Sales Executive,Life Sciences,85933,0,15,3,3,No
2794,48,Female,HR,HR Executive,Life Sciences,71848,9,12,2,3,No
2795,33,Male,Marketing,Marketing Manager,Technical Degree,66230,11,12,1,2,No
2796,24,Female,Sales,Sales Manager,Finance,59621,1,2,3,1,No
2797,43,Male,Sales,Sales Manager,Technical Degree,155719,10,18,1,3,No
2798,40,Male,HR,HR Executive,Technical Degree,105097,10,16,1,1,No
2799,29,Male,Finance,Analyst,Medical,158874,5,6,1,4,No
2800,43,Male,Sales,Sales Executive,Medical,83514,0,11,3,3,No
2801,28,Female,Marketing,Marketing Manager,Human Resources,107328,5,8,3,4,No
2802,53,Female,HR,HR Executive,Life Sciences,59461,20,30,3,4,No
2803,29,Male,Marketing,Marketing Manager,Life Sciences,120599,1,9,4,2,No
2804,25,Female,IT,IT Manager,Medical,100802,2,2,2,1,No
2805,59,Female,Finance,Finance Manager,Life Sciences,45275,14,28,3,2,No
2806,58,Female,Operations,Operations Executive,Finance,36568,1,7,1,3,No
2807,34,Female,Sales,Sales Executive,Finance,152295,9,10,1,2,Yes
2808,36,Female,Sales,Sales Manager,Human Resources,131858,16,16,4,3,Yes
2809,43,Male,Operations,Operations Executive,Human Resources,179982,20,20,4,3,No
2810,54,Male,IT,Data Analyst,Finance,150610,1,1,2,4,Yes
2811,39,Female,Marketing,Marketing Executive,Life Sciences,75634,14,15,4,2,No
